,Real Entropy,RoG,Jump (median),Num_of_loc,Num_of_days,Frequency (top1),Random Entropy,RoG k2,RoG k4,RoG k8,Median from Home
64,2.139594518070993,276.5647177036376,1227.0178929024266,13,29 days 23:04:04,0.652195512399542,3.700439718141092,296.5670362751675,305.6454803856702,290.6953969685306,1227.0178929024266
65,1.1632635935412736,5068.273125035908,19823.162374516363,9,29 days 22:32:08,0.6081714041831998,3.169925001442312,5582.107649027605,5333.228731752202,5110.325447144821,19823.162374516363
66,0.9457314146163538,3544.28414080298,12442.249674149676,6,29 days 23:20:39,0.675333511736578,2.584962500721156,3724.2050568522536,3613.100364840553,3544.28414080298,12442.249674149676
68,2.6317084233541927,267.0380240186252,3161.7525681966345,24,29 days 20:42:51,0.7810804012602266,4.584962500721156,190.8395103676236,266.24671027211326,279.347867750462,3201.931194488302
69,1.5653494317633287,261.40744928642977,2483.919185678681,6,26 days 21:54:47,0.763584882210239,2.584962500721156,286.5749860802151,278.6739246332053,261.40744928642977,2203.5818650201545
71,2.436249811302979,510.4644930736862,7988.67521774604,11,29 days 21:01:51,0.8963786231105046,3.4594316186372973,287.5381254957632,603.7534267087105,538.6499338723595,7528.329722110182
73,1.6043192944543014,2120.473776375435,8627.72937657311,12,26 days 15:10:30,0.6946958535959983,3.584962500721156,2402.415824082334,2310.5380367273824,2188.0317156617,8627.72937657311
74,1.3141981995318162,4645.98363992914,14711.767813599865,8,28 days 14:44:46,0.4175726432945055,3.0,5047.365069251428,4831.651137288109,4645.98363992914,14711.767813599865
75,2.4849010733361223,1601.723152770366,271.41448890126213,16,29 days 23:18:02,0.8648679542858378,4.0,2061.0857791223584,1892.4593229148968,1728.058976493053,16066.712749063758
76,2.227992280136516,1761.6888761002483,8504.2527432519,18,29 days 23:37:12,0.7583373477977574,4.169925001442312,2118.015315166353,1996.7478393046672,1938.707874536935,8504.2527432519
79,0.8421052631578947,2736.9832980580413,16701.857351555154,2,29 days 22:04:32,0.8828125483545526,1.0,2736.9832980580413,2736.9832980580413,2736.9832980580413,16701.857351555154
82,2.0706768154582846,936.6317117664388,8220.554039057766,21,27 days 05:12:53,0.7405009327798882,4.392317422778761,1051.4840800216004,980.5536289477434,986.151795238386,8220.554039057766
83,1.33851095153005,1263.040535095318,5740.104486090379,6,29 days 23:48:53,0.8116961424872836,2.584962500721156,1394.0725114058553,1314.4790998347964,1263.040535095318,5740.104486090379
85,1.6513987701289583,275.0272516554613,1837.006827368652,6,29 days 20:20:53,0.7721347436243943,2.584962500721156,309.9624623385803,284.2004606234456,275.0272516554613,1837.006827368652
88,0.7984962768719321,442.4128275583654,2970.7597916791938,2,29 days 23:24:55,0.9250641435270542,1.0,442.4128275583654,442.4128275583654,442.4128275583654,2970.7597916791938
90,2.2164589950067497,346.03082508428884,471.9734418878713,10,26 days 13:04:44,0.4926360942565982,3.321928094887362,120.01653186774412,381.9741999368368,355.2432947073892,471.9734418878713
92,3.4052741792135715,1155.3767952860192,8722.098377512972,30,29 days 19:06:04,0.6505276643085438,4.906890595608519,501.4430136976622,1328.4945668683538,1340.4408098671347,21400.18001229008
95,2.516414797296755,432.2491544618496,4674.874064660494,16,29 days 23:29:05,0.9128859581220355,4.0,369.5425217703194,499.7421190772891,465.5238077242668,4901.250036551075
96,2.232334673888676,1856.9110287620904,7810.989011263136,20,29 days 21:09:53,0.6607857407623307,4.321928094887363,2212.4704345100577,2212.105222004552,2122.7528201635146,7810.989011263136
100,2.547414651496715,883.5032048612001,7564.663139463582,14,28 days 23:38:04,0.7743358980051783,3.807354922057604,1007.9550261762556,935.3516150878222,944.5577784642192,7564.663139463582
101,2.2641868425607306,96.94861736991066,3993.813932701981,6,29 days 23:44:24,0.9893240769043142,2.584962500721156,74.11156116406745,102.5238147514257,96.94861736991066,3993.813932701981
102,2.16480467453317,319.6382930663955,7200.752747738795,11,29 days 23:51:59,0.9480987791330104,3.4594316186372973,355.0269583051894,361.9249511979129,335.07292384203595,7200.752747738795
104,1.3821000564805728,1233.7788945108873,4030.931554712533,6,23 days 20:03:51,0.2764418909883361,2.584962500721156,1342.141790224607,1285.677364941039,1233.7788945108873,4030.931554712533
105,2.164122537385904,464.6168132735183,2648.3170829952705,15,28 days 10:38:01,0.6432607210391453,3.906890595608519,608.3172254550135,560.2422282602533,487.4210627309832,1332.1844364644007
107,1.2402630349093589,4076.137350049036,15729.794353530642,8,29 days 23:18:24,0.7159177973851363,3.0,4469.718484828113,4284.699582890107,4076.137350049036,15729.794353530642
108,0.8820849403733989,351.71521605991654,1633.7133228003297,6,29 days 22:43:28,0.7797003796849975,2.584962500721156,365.7534248436212,357.16854096152895,351.71521605991654,1633.7133228003297
109,2.492994083813526,444.552414172417,876.3081114591888,21,29 days 23:50:24,0.7581314366155442,4.392317422778761,229.27604175796785,405.5798513072976,466.5654893557208,953.948940769788
110,1.6585200677766874,1.7223284053528098,137.78253723902196,3,29 days 22:06:56,0.9986507897212458,1.584962500721156,1.4023865644376865,1.7223284053528098,1.7223284053528098,137.78253723902196
111,2.116610577165495,665.8335420332875,12409.166415615256,13,29 days 21:45:20,0.9263642063221772,3.700439718141092,375.24954030951005,512.962522146009,588.9983692576109,13654.768970675064
112,1.9597058617687213,1465.1428057794117,1587.016758786081,17,29 days 15:58:57,0.5981880796851671,4.087462841250339,400.07270445636425,1754.301628953018,1555.4284341714535,1587.016758786081
113,2.4188509891067325,5989.973413457295,11486.718055984536,20,29 days 23:46:31,0.4025469369104786,4.321928094887363,8943.189937903902,7239.240650033024,6664.439908690397,11486.718055984536
115,1.491803863021994,1900.9347485194364,10069.04800798697,6,29 days 23:09:23,0.7437526144637834,2.584962500721156,1458.3717254773112,2006.641520650473,1900.9347485194364,10069.04800798697
116,1.362487613750113,141.46174385389227,2080.4969448737643,5,29 days 22:34:32,0.9661946938232738,2.321928094887362,170.05961811797982,149.15824313323378,141.46174385389227,2080.4969448737643
118,2.8033148480062127,656.1881975444717,2853.886150419821,25,29 days 23:41:44,0.6148487168957244,4.643856189774724,37.94440659644172,454.1385253036409,747.0733443645306,3043.193129186784
119,1.8458008562199315,7795.921566785914,33110.33963737805,12,29 days 23:39:53,0.7072336539430205,3.584962500721156,9143.265418383991,8764.97922455356,8202.139656143747,34581.00169847872
122,2.0165303817569256,2941.450226397743,8072.658493880212,9,23 days 20:08:46,0.7536016926523237,3.169925001442312,3506.5023614227657,3221.1492348440443,2991.5684534262587,8072.658493880212
125,2.448911842788464,123.45747753665452,2949.1524813435863,14,28 days 19:42:19,0.941088429200137,3.807354922057604,130.85572668381573,130.00526397870453,131.21972953894524,2949.1524813435863
127,2.1045909024024168,1315.8132380928746,9414.180481563772,16,29 days 20:38:14,0.8236679491482983,4.0,1538.1744215597091,1500.1182916902055,1402.1390748051078,9414.180481563772
128,2.517293383498307,545.3783688756491,9734.322601681435,11,29 days 23:11:43,0.7295986293322436,3.4594316186372973,658.288950736608,615.9456768475344,545.4791956136185,9734.322601681435
